 Process Rank | Elapsed Time (s) | CPU Time (s) | Ratio CPU/Elapsed
 -------------|------------------|--------------|------------------
  498         |      10.264      |       9.709  |      0.946
  499         |      10.264      |       9.712  |      0.946
  500         |      10.264      |       9.728  |      0.948
  501         |      10.264      |       9.730  |      0.948
  502         |      10.264      |       9.779  |      0.953
  503         |      10.264      |       9.791  |      0.954
  504         |      10.264      |       9.836  |      0.958
  505         |      10.264      |       9.748  |      0.950
  506         |      10.264      |       9.720  |      0.947
  507         |      10.264      |       9.753  |      0.950
  508         |      10.264      |       9.823  |      0.957
  509         |      10.264      |       9.836  |      0.958
  510         |      10.264      |       9.728  |      0.948
  511         |      10.264      |       9.784  |      0.953
  512         |      10.264      |       9.859  |      0.961
  513         |      10.264      |       9.732  |      0.948
  514         |      10.264      |       9.741  |      0.949
  515         |      10.264      |       9.863  |      0.961
  516         |      10.264      |       9.748  |      0.950
  517         |      10.264      |       9.820  |      0.957
  518         |      10.264      |       9.820  |      0.957
  519         |      10.264      |       9.730  |      0.948
  520         |      10.264      |       9.749  |      0.950
  521         |      10.264      |       9.700  |      0.945
  522         |      10.264      |       9.699  |      0.945
  523         |      10.264      |       9.685  |      0.944
  524         |      10.264      |       9.681  |      0.943
  525         |      10.264      |       9.643  |      0.940
  526         |      10.264      |       9.707  |      0.946
  527         |      10.264      |       9.670  |      0.942
  528         |      10.264      |       9.751  |      0.950
  529         |      10.264      |       9.675  |      0.943
  530         |      10.264      |       9.680  |      0.943
  531         |      10.264      |       9.632  |      0.938
  532         |      10.264      |       9.696  |      0.945
  533         |      10.264      |       9.725  |      0.947
  534         |      10.264      |       9.665  |      0.942
  535         |      10.264      |       9.668  |      0.942
  536         |      10.264      |       9.635  |      0.939
  537         |      10.264      |       9.675  |      0.943
  538         |      10.264      |       9.654  |      0.941
  539         |      10.264      |       9.675  |      0.943
  540         |      10.264      |       9.660  |      0.941
  541         |      10.264      |       9.660  |      0.941
