 Process Rank | Elapsed Time (s) | CPU Time (s) | Ratio CPU/Elapsed
 -------------|------------------|--------------|------------------
  358         |      18.652      |      17.967  |      0.963
  359         |      18.652      |      18.015  |      0.966
  360         |      18.652      |      18.005  |      0.965
  361         |      18.652      |      17.970  |      0.963
  362         |      18.652      |      17.846  |      0.957
  363         |      18.652      |      17.900  |      0.960
  364         |      18.652      |      17.894  |      0.959
  365         |      18.652      |      17.929  |      0.961
  366         |      18.652      |      17.876  |      0.958
  367         |      18.652      |      17.985  |      0.964
  368         |      18.652      |      18.068  |      0.969
  369         |      18.652      |      18.039  |      0.967
  370         |      18.652      |      17.988  |      0.964
  371         |      18.652      |      17.911  |      0.960
  372         |      18.652      |      18.007  |      0.965
  373         |      18.653      |      17.883  |      0.959
  374         |      18.652      |      18.011  |      0.966
  375         |      18.652      |      17.880  |      0.959
  376         |      18.652      |      17.987  |      0.964
  377         |      18.652      |      17.900  |      0.960
  378         |      18.652      |      17.953  |      0.963
  379         |      18.652      |      17.942  |      0.962
  380         |      18.652      |      17.999  |      0.965
  381         |      18.652      |      18.014  |      0.966
  382         |      18.653      |      17.979  |      0.964
  383         |      18.652      |      17.993  |      0.965
  384         |      18.652      |      17.949  |      0.962
  385         |      18.652      |      17.967  |      0.963
  386         |      18.653      |      17.913  |      0.960
  387         |      18.652      |      17.855  |      0.957
  388         |      18.652      |      17.918  |      0.961
  389         |      18.652      |      17.855  |      0.957
  390         |      18.652      |      17.937  |      0.962
  391         |      18.652      |      17.959  |      0.963
  392         |      18.652      |      17.885  |      0.959
  393         |      18.652      |      17.992  |      0.965
  394         |      18.652      |      18.011  |      0.966
  395         |      18.652      |      17.961  |      0.963
  396         |      18.652      |      17.955  |      0.963
  397         |      18.652      |      17.916  |      0.961
  398         |      18.652      |      17.916  |      0.961
  399         |      18.652      |      17.885  |      0.959
  400         |      18.652      |      17.957  |      0.963
  401         |      18.652      |      17.978  |      0.964
  402         |      18.653      |      18.006  |      0.965
  403         |      18.652      |      17.908  |      0.960
  404         |      18.652      |      17.951  |      0.962
  405         |      18.652      |      17.899  |      0.960
  406         |      18.652      |      17.971  |      0.963
  407         |      18.652      |      17.923  |      0.961
  408         |      18.652      |      18.007  |      0.965
  409         |      18.652      |      18.025  |      0.966
  410         |      18.652      |      17.957  |      0.963
  411         |      18.652      |      17.989  |      0.964
  412         |      18.652      |      18.032  |      0.967
  413         |      18.652      |      17.908  |      0.960
  414         |      18.652      |      17.951  |      0.962
  415         |      18.652      |      18.009  |      0.966
  416         |      18.652      |      18.061  |      0.968
  417         |      18.652      |      17.985  |      0.964
  418         |      18.652      |      18.097  |      0.970
  419         |      18.652      |      18.017  |      0.966
  420         |      18.652      |      17.952  |      0.962
  421         |      18.652      |      17.986  |      0.964
  422         |      18.652      |      18.016  |      0.966
  423         |      18.653      |      18.010  |      0.966
  424         |      18.653      |      17.957  |      0.963
  425         |      18.652      |      17.993  |      0.965
  426         |      18.652      |      18.007  |      0.965
  427         |      18.653      |      18.058  |      0.968
  428         |      18.653      |      17.971  |      0.963
  429         |      18.653      |      18.019  |      0.966
  430         |      18.652      |      18.093  |      0.970
  431         |      18.652      |      18.020  |      0.966
  432         |      18.652      |      18.060  |      0.968
  433         |      18.652      |      18.014  |      0.966
  434         |      18.653      |      18.035  |      0.967
  435         |      18.653      |      17.985  |      0.964
  436         |      18.652      |      18.028  |      0.967
  437         |      18.652      |      18.052  |      0.968
  438         |      18.652      |      18.136  |      0.972
  439         |      18.652      |      17.969  |      0.963
  440         |      18.653      |      18.012  |      0.966
  441         |      18.652      |      18.055  |      0.968
  442         |      18.652      |      18.037  |      0.967
  443         |      18.653      |      18.013  |      0.966
  444         |      18.652      |      17.965  |      0.963
  445         |      18.652      |      18.090  |      0.970
  446         |      18.652      |      17.980  |      0.964
  447         |      18.652      |      17.972  |      0.964
  448         |      18.652      |      17.910  |      0.960
  449         |      18.652      |      18.010  |      0.966
  450         |      18.652      |      17.993  |      0.965
  451         |      18.652      |      17.965  |      0.963
  452         |      18.652      |      17.960  |      0.963
  453         |      18.652      |      17.962  |      0.963
  454         |      18.653      |      17.993  |      0.965
  455         |      18.652      |      17.962  |      0.963
  456         |      18.653      |      18.060  |      0.968
  457         |      18.653      |      18.018  |      0.966
  458         |      18.652      |      18.047  |      0.968
  459         |      18.652      |      17.932  |      0.961
  460         |      18.652      |      18.024  |      0.966
  461         |      18.652      |      18.000  |      0.965
  462         |      18.653      |      18.026  |      0.966
  463         |      18.652      |      17.937  |      0.962
  464         |      18.653      |      18.047  |      0.968
  465         |      18.653      |      17.968  |      0.963
  466         |      18.653      |      17.971  |      0.963
  467         |      18.652      |      18.059  |      0.968
  468         |      18.652      |      18.033  |      0.967
  469         |      18.652      |      18.106  |      0.971
  470         |      18.652      |      17.989  |      0.964
  471         |      18.652      |      18.013  |      0.966
  472         |      18.652      |      17.953  |      0.963
  473         |      18.652      |      18.007  |      0.965
  474         |      18.652      |      17.975  |      0.964
  475         |      18.653      |      18.150  |      0.973
  476         |      18.652      |      17.971  |      0.963
  477         |      18.653      |      17.959  |      0.963
  478         |      18.652      |      18.163  |      0.974
  479         |      18.652      |      17.987  |      0.964
  480         |      18.652      |      17.972  |      0.964
  481         |      18.652      |      17.936  |      0.962
  482         |      18.652      |      17.895  |      0.959
  483         |      18.652      |      17.900  |      0.960
  484         |      18.652      |      17.923  |      0.961
  485         |      18.652      |      17.882  |      0.959
  486         |      18.652      |      17.942  |      0.962
  487         |      18.652      |      17.955  |      0.963
  488         |      18.652      |      17.909  |      0.960
  489         |      18.652      |      17.985  |      0.964
  490         |      18.652      |      17.962  |      0.963
  491         |      18.652      |      17.993  |      0.965
  492         |      18.652      |      17.985  |      0.964
  493         |      18.652      |      17.935  |      0.962
  494         |      18.652      |      17.904  |      0.960
  495         |      18.652      |      17.917  |      0.961
  496         |      18.652      |      17.944  |      0.962
  497         |      18.652      |      17.886  |      0.959
  498         |      18.652      |      18.013  |      0.966
  499         |      18.652      |      18.041  |      0.967
  500         |      18.652      |      17.955  |      0.963
  501         |      18.652      |      17.976  |      0.964
  502         |      18.653      |      17.943  |      0.962
  503         |      18.652      |      17.954  |      0.963
  504         |      18.652      |      17.934  |      0.962
  505         |      18.652      |      17.883  |      0.959
  506         |      18.652      |      18.010  |      0.966
  507         |      18.652      |      17.938  |      0.962
  508         |      18.652      |      18.028  |      0.967
  509         |      18.652      |      17.961  |      0.963
  510         |      18.652      |      17.911  |      0.960
  511         |      18.652      |      17.903  |      0.960
  512         |      18.652      |      17.977  |      0.964
  513         |      18.652      |      18.038  |      0.967
  514         |      18.652      |      17.934  |      0.961
  515         |      18.653      |      17.945  |      0.962
  516         |      18.652      |      17.962  |      0.963
  517         |      18.652      |      18.071  |      0.969
  518         |      18.652      |      18.094  |      0.970
  519         |      18.652      |      17.953  |      0.963
  520         |      18.652      |      18.049  |      0.968
  521         |      18.652      |      18.023  |      0.966
  522         |      18.652      |      18.053  |      0.968
  523         |      18.652      |      18.011  |      0.966
  524         |      18.652      |      18.069  |      0.969
  525         |      18.652      |      17.951  |      0.962
  526         |      18.653      |      18.024  |      0.966
  527         |      18.652      |      17.989  |      0.964
  528         |      18.652      |      18.047  |      0.968
  529         |      18.652      |      18.024  |      0.966
  530         |      18.652      |      17.907  |      0.960
  531         |      18.652      |      17.949  |      0.962
  532         |      18.652      |      17.964  |      0.963
  533         |      18.652      |      18.063  |      0.968
  534         |      18.652      |      18.008  |      0.965
  535         |      18.653      |      18.073  |      0.969
  536         |      18.652      |      18.044  |      0.967
  537         |      18.652      |      17.952  |      0.962
  538         |      18.652      |      18.041  |      0.967
  539         |      18.652      |      17.898  |      0.960
  540         |      18.652      |      18.013  |      0.966
  541         |      18.652      |      17.997  |      0.965
  542         |      18.652      |      17.994  |      0.965
  543         |      18.652      |      18.006  |      0.965
  544         |      18.652      |      18.030  |      0.967
  545         |      18.652      |      17.949  |      0.962
  546         |      18.652      |      17.966  |      0.963
